month,wPop,ePop,mAHeight
1,10,18742,39.535
2,9,18475,44.11
3,9,18216,48.809
4,14,17970,35.912
5,14,25200,41.181
6,14,24856,46.704
7,14,24502,52.458
8,14,24173,58.316
9,14,23845,64.064
10,14,23535,69.62
11,14,23207,75.017
12,13,22892,80.158
13,24,22528,85.15
14,23,22152,89.822
15,23,21808,94.179
16,34,21383,50.933
17,34,27479,58.059
18,34,26984,65.302
19,34,26503,72.608
20,32,26018,79.801
21,30,25546,86.978
22,30,25094,93.801
23,28,24653,100.269
24,28,24218,106.367
25,28,23816,111.73
26,27,23413,116.635
27,25,23002,121.036
28,42,22508,53.569
29,40,29509,61.823
30,40,28966,70.677
31,40,28408,79.926
32,32,27887,89.22
33,32,27415,98.596
34,31,26955,107.471
35,30,26486,115.882
36,30,26015,123.211
37,28,25579,129.225
38,28,25149,134.139
39,24,24690,137.919
40,34,24231,59.029
41,34,31802,70.045
42,34,31248,82.091
43,34,30701,94.767
44,33,30171,107.656
45,32,29665,119.7
46,30,29146,129.35
47,30,28692,136.784
48,30,28203,141.873
49,30,27718,145.34
50,29,27254,147.469
51,21,26770,148.859
52,33,26295,63.286
53,33,34452,79.24
54,33,33911,97.663
55,32,33377,116.693
56,30,32806,132.397
57,29,32315,142.907
58,28,31774,148.26
59,28,31303,150.746
60,27,30829,151.762
61,27,30347,152.225
62,27,29889,152.461
63,20,29444,152.582
64,31,28937,69.012
65,31,37968,95.859
66,31,37392,124.68
67,30,36810,142.866
68,30,36283,150.36
69,30,35711,152.385
70,30,35163,152.865
71,29,34639,152.959
72,29,34069,152.875
73,28,33555,152.909
74,27,33031,152.911
75,20,32521,153.012
76,32,32004,77.885
77,32,41975,122.756
78,32,41320,148.027
79,32,40691,152.462
80,32,40045,152.825
81,32,39472,152.873
82,32,38888,152.821
83,32,38296,152.797
84,32,37701,152.863
85,31,37145,152.836
86,31,36597,152.803
87,26,36010,152.856
88,36,35424,97.659
89,35,46489,147.781
90,35,45786,152.669
91,35,45111,152.842
92,34,44423,152.824
93,34,43807,153.013
94,32,43163,153.073
95,32,42530,152.993
96,32,41941,152.911
97,31,41331,152.843
98,31,40715,152.786
99,19,40069,152.827
100,29,39465,130.423
101,28,52012,152.755
102,28,51345,152.748
103,26,50710,152.828
104,25,50024,152.942
105,25,49346,152.849
106,25,48754,152.888
107,25,48102,152.946
108,25,47472,152.916
109,25,46828,152.724
110,25,46178,152.691
111,21,45515,152.674
112,33,44858,150.13
113,33,59043,152.687
114,31,58218,152.752
115,31,57395,152.723
116,30,56592,152.765
117,30,55812,152.852
118,30,55045,152.756
119,29,54269,152.869
120,29,53545,153.08
