month,wPop,ePop,mAHeight
1,10,18748,39.556
2,10,18482,44.141
3,10,18216,48.858
4,14,17935,36.13
5,14,25298,41.411
6,13,24945,46.969
7,13,24578,52.734
8,13,24237,58.584
9,13,23925,64.326
10,13,23595,69.905
11,13,23248,75.27
12,13,22917,80.427
13,24,22534,85.294
14,24,22128,89.899
15,22,21787,94.264
16,37,21332,50.879
17,36,27296,57.937
18,36,26786,65.062
19,36,26301,72.297
20,35,25795,79.503
21,34,25299,86.607
22,34,24851,93.491
23,34,24338,100.025
24,33,23857,106.102
25,33,23388,111.553
26,32,22968,116.496
27,30,22514,120.979
28,46,21972,53.473
29,43,28776,61.538
30,42,28185,69.934
31,40,27613,78.658
32,39,27061,87.635
33,39,26537,96.634
34,39,26027,105.417
35,38,25511,113.622
36,37,25021,121.104
37,37,24556,127.381
38,36,24077,132.899
39,25,23629,137.193
40,40,23157,58.491
41,40,30310,68.738
42,40,29766,80.171
43,40,29231,92.169
44,40,28688,104.238
45,40,28118,115.609
46,40,27560,125.94
47,40,26988,133.916
48,39,26471,140.163
49,38,25928,144.24
50,38,25438,147.053
51,30,24926,148.882
52,49,24318,62.495
53,47,31626,76.981
54,45,31029,93.013
55,44,30463,110.671
56,43,29890,126.449
57,43,29330,138.438
58,43,28773,145.586
59,43,28222,149.83
60,42,27675,151.712
61,42,27131,152.795
62,42,26590,153.363
63,31,26025,153.682
64,48,25473,66.986
65,48,33289,89.651
66,48,32637,115.023
67,47,31970,136.846
68,46,31326,148.204
69,46,30710,152.171
70,46,30118,153.619
71,45,29476,154.074
72,44,28896,154.195
73,44,28292,154.294
74,44,27744,154.316
75,34,27193,154.389
76,49,26582,74.028
77,48,34705,109.757
78,48,34032,140.731
79,48,33354,151.894
80,47,32716,154.232
81,47,32063,154.385
82,47,31398,154.437
83,46,30767,154.345
84,46,30191,154.367
85,45,29567,154.29
86,45,28993,154.259
87,32,28456,154.239
88,48,27871,85.613
89,47,36516,137.38
90,46,35828,152.844
91,46,35203,154.002
92,45,34504,154.195
93,45,33869,154.171
94,44,33256,154.252
95,43,32617,154.187
96,43,31978,154.215
97,43,31409,154.298
98,42,30822,154.149
99,35,30253,154.196
100,52,29624,106.39
101,51,38866,151.738
102,51,38110,154.106
103,50,37396,154.27
104,50,36659,154.48
105,48,35969,154.324
106,47,35297,154.339
107,44,34631,154.471
108,43,34024,154.59
109,43,33384,154.546
110,42,32758,154.684
111,34,32164,154.813
112,46,31543,136.022
113,44,41269,154.963
114,43,40587,154.97
115,43,39901,154.884
116,43,39261,154.812
117,41,38579,154.757
118,40,37909,154.626
119,37,37265,154.799
120,37,36677,154.863
