month,wPop,ePop,mAHeight
1,5,18765,39.549
2,5,18512,44.15
3,5,18298,48.829
4,12,18033,35.97
5,12,25509,41.29
6,10,25150,46.848
7,10,24832,52.635
8,10,24528,58.485
9,10,24208,64.195
10,10,23896,69.783
11,10,23584,75.193
12,10,23278,80.349
13,16,22960,85.271
14,16,22646,89.906
15,16,22331,94.232
16,25,21957,50.96
17,25,28278,58.174
18,25,27852,65.524
19,25,27409,72.908
20,23,26971,80.266
21,22,26591,87.533
22,22,26151,94.5
23,22,25756,100.978
24,21,25372,106.962
25,21,24977,112.329
26,21,24604,117.073
27,19,24247,121.197
28,30,23817,53.841
29,30,31608,62.752
30,30,31088,72.03
31,29,30586,81.757
32,29,30096,91.757
33,29,29632,101.611
34,28,29131,111.004
35,28,28686,119.28
36,28,28229,126.023
37,28,27751,131.516
38,28,27282,135.499
39,22,26818,138.464
40,33,26369,59.295
41,32,34533,71.248
42,32,33985,84.799
43,31,33432,99.456
44,31,32914,113.206
45,30,32355,125.191
46,29,31848,134.087
47,29,31330,139.962
48,28,30840,143.499
49,27,30400,145.548
50,27,29933,146.821
51,21,29466,147.549
52,31,28999,64.33
53,29,38043,83.282
54,28,37483,104.96
55,28,36918,125.363
56,27,36370,138.831
57,27,35860,145.406
58,27,35360,147.965
59,25,34820,148.973
60,25,34324,149.275
61,25,33830,149.457
62,25,33338,149.577
63,19,32881,149.59
64,29,32402,71.012
65,29,42699,104.126
66,29,42042,133.492
67,29,41481,145.776
68,29,40878,149.09
69,29,40334,149.735
70,29,39761,149.745
71,29,39201,149.815
72,28,38622,149.843
73,28,38046,149.845
74,28,37467,149.862
75,21,36894,149.819
76,34,36347,83.922
77,33,47576,134.551
78,33,46921,148.699
79,32,46251,149.788
80,32,45560,149.869
81,32,44891,149.865
82,32,44225,149.819
83,32,43555,149.693
84,32,42888,149.634
85,31,42292,149.625
86,30,41645,149.639
87,24,41006,149.66
88,36,40385,107.272
89,36,53136,148.277
90,35,52390,149.544
91,35,51631,149.557
92,32,50848,149.52
93,31,50123,149.6
94,30,49435,149.564
95,27,48733,149.596
96,26,48130,149.725
97,26,47500,149.874
98,26,46919,149.797
99,20,46301,149.881
100,31,45640,135.642
101,31,59898,149.933
102,31,59124,149.964
103,31,58362,149.891
104,31,57582,149.935
105,31,56810,150.075
106,30,56053,150.032
107,28,55311,150.152
108,28,54639,150.078
109,28,53894,150.215
110,28,53198,150.184
111,21,52471,150.164
112,34,51703,149.171
113,34,68115,150.088
114,33,67239,150.03
115,32,66310,149.909
116,32,65462,149.798
117,30,64614,149.951
118,29,63754,149.956
119,29,62895,149.782
120,29,62038,149.943
