month,wPop,ePop,mAHeight
1,5,18787,39.467
2,5,18562,44.028
3,5,18334,48.72
4,8,18111,35.899
5,8,25652,41.25
6,8,25369,46.859
7,8,25083,52.672
8,8,24793,58.5
9,8,24507,64.277
10,8,24224,69.853
11,8,23947,75.282
12,7,23637,80.397
13,13,23292,85.295
14,13,22980,89.918
15,12,22684,94.274
16,23,22332,51.182
17,22,28723,58.488
18,20,28290,65.876
19,19,27893,73.469
20,19,27498,80.983
21,19,27102,88.424
22,19,26675,95.314
23,19,26270,101.813
24,19,25898,107.863
25,19,25546,113.073
26,19,25167,117.713
27,17,24795,121.715
28,26,24377,54.092
29,25,32100,63.091
30,25,31650,72.587
31,25,31170,82.501
32,25,30715,92.676
33,24,30246,102.42
34,24,29774,111.823
35,24,29312,120.119
36,24,28846,126.882
37,24,28378,132.011
38,24,27939,135.843
39,20,27512,138.754
40,31,27057,59.574
41,31,35459,72.235
42,31,34948,86.262
43,30,34384,101.246
44,30,33845,115.803
45,30,33295,127.664
46,30,32775,135.88
47,30,32238,141.005
48,29,31749,143.944
49,29,31270,145.63
50,29,30781,146.34
51,23,30286,146.801
52,37,29726,64.64
53,37,38902,84.587
54,37,38240,107.471
55,36,37582,127.754
56,35,36981,140.336
57,32,36340,145.576
58,32,35715,147.426
59,32,35146,148.039
60,32,34607,148.315
61,32,34053,148.469
62,31,33510,148.509
63,24,32948,148.54
64,33,32399,72.153
65,33,42511,107.351
66,33,41892,136.024
67,33,41257,146.328
68,33,40630,148.367
69,33,40014,148.605
70,33,39415,148.694
71,33,38827,148.687
72,32,38188,148.672
73,30,37587,148.676
74,30,37038,148.647
75,23,36474,148.659
76,32,35876,85.073
77,32,47190,134.267
78,32,46536,147.219
79,32,45891,148.404
80,32,45223,148.529
81,31,44578,148.586
82,30,43952,148.578
83,30,43332,148.564
84,30,42726,148.557
85,30,42093,148.583
86,30,41456,148.594
87,27,40861,148.558
88,40,40211,108.683
89,40,52643,147.284
90,39,51890,148.494
91,39,51099,148.588
92,38,50387,148.561
93,38,49636,148.571
94,38,48872,148.527
95,38,48134,148.506
96,37,47419,148.582
97,36,46683,148.681
98,36,46006,148.7
99,30,45328,148.78
100,39,44589,136.429
101,39,58840,148.706
102,39,58006,148.699
103,39,57193,148.634
104,39,56360,148.686
105,39,55573,148.587
106,38,54761,148.621
107,37,53970,148.726
108,35,53186,148.912
109,34,52459,148.82
110,34,51712,148.918
111,25,51008,148.91
112,38,50249,148.025
113,37,65902,148.824
114,36,65026,148.863
115,36,64124,148.856
116,36,63251,148.687
117,36,62402,148.665
118,35,61534,148.684
119,35,60667,148.572
120,35,59821,148.572
