month,wPop,ePop,mAHeight
1,23,18666,39.538
2,23,18350,44.127
3,23,17998,48.811
4,38,17586,36.02
5,34,24557,41.288
6,34,24095,46.812
7,34,23631,52.556
8,34,23171,58.337
9,34,22703,63.996
10,33,22261,69.488
11,33,21828,74.848
12,33,21390,79.964
13,61,20826,84.913
14,60,20175,89.549
15,58,19597,93.907
16,96,18757,50.615
17,94,23620,57.281
18,93,22786,63.922
19,90,21939,70.701
20,88,21182,77.275
21,88,20383,83.731
22,87,19602,90.047
23,85,18860,96.183
24,81,18116,102.083
25,80,17368,107.594
26,80,16683,112.758
27,74,15965,117.611
28,111,15059,52.193
29,110,19233,58.656
30,108,18339,65.091
31,107,17430,71.623
32,105,16537,78.081
33,102,15702,84.601
34,101,14917,90.9
35,97,14085,97.179
36,95,13284,103.2
37,94,12535,109.056
38,94,11789,114.741
39,75,11068,120.03
40,112,10221,54.359
41,110,12733,60.031
42,107,11900,65.671
43,106,11083,71.188
44,105,10263,76.7
45,103,9486,82.036
46,102,8706,87.254
47,102,7979,92.392
48,102,7218,97.291
49,101,6500,102.194
50,99,5767,106.902
51,77,5091,111.376
52,117,4276,52.701
53,116,4884,57.326
54,116,4079,61.81
55,114,3294,66.245
56,114,2504,70.511
57,112,1719,74.739
58,110,1019,78.815
59,107,261,82.857
60,106,3,86.772
61,105,3,90.601
62,102,3,94.491
63,81,3,98.32
64,117,3,50.497
65,115,1,54.641
66,114,1,58.853
67,114,1,63.064
68,110,0,67.239
69,108,0,71.421
70,107,0,75.594
71,104,0,79.809
72,101,0,83.981
73,99,0,88.165
74,99,0,92.352
75,74,0,96.514
76,121,0,50.325
77,118,0,54.675
78,116,0,59.028
79,114,0,63.417
80,111,0,67.757
81,110,0,72.077
82,106,0,76.401
83,104,0,80.711
84,102,0,85.053
85,100,0,89.389
86,100,0,93.719
87,82,0,98.039
88,122,0,50.669
89,121,0,55.058
90,118,0,59.434
91,117,0,63.816
92,115,0,68.23
93,111,0,72.649
94,109,0,77.069
95,106,0,81.477
96,104,0,85.882
97,104,0,90.272
98,103,0,94.681
99,81,0,99.105
100,115,0,50.834
101,112,0,55.29
102,112,0,59.716
103,111,0,64.146
104,109,0,68.588
105,107,0,73.013
106,106,0,77.387
107,105,0,81.832
108,103,0,86.254
109,103,0,90.684
110,101,0,95.106
111,75,0,99.517
112,116,0,50.857
113,114,0,55.319
114,112,0,59.766
115,108,0,64.224
116,107,0,68.692
117,105,0,73.143
118,105,0,77.621
119,105,0,82.069
120,104,0,86.511
