month,wPop,ePop,mAHeight
1,17,18684,39.508
2,17,18404,44.084
3,17,18146,48.763
4,37,17714,36.001
5,36,24704,41.294
6,36,24225,46.86
7,35,23768,52.597
8,35,23296,58.337
9,35,22838,64.018
10,35,22396,69.543
11,34,21927,74.901
12,33,21475,80.045
13,55,20900,84.9
14,54,20285,89.567
15,54,19724,93.988
16,83,18999,50.704
17,81,24054,57.493
18,79,23304,64.239
19,79,22577,70.936
20,79,21823,77.667
21,76,21098,84.259
22,76,20406,90.716
23,75,19694,97.0
24,75,19006,102.8
25,73,18354,108.316
26,73,17727,113.526
27,61,17074,118.269
28,91,16307,52.707
29,88,20963,59.552
30,87,20177,66.49
31,87,19391,73.393
32,83,18633,80.304
33,83,17892,87.273
34,81,17154,94.137
35,80,16471,100.877
36,80,15771,107.331
37,79,15102,113.665
38,79,14449,119.717
39,64,13767,125.301
40,98,12991,55.496
41,97,16510,61.944
42,97,15745,68.427
43,97,14983,74.881
44,94,14231,81.237
45,94,13524,87.584
46,92,12776,93.967
47,91,12066,100.309
48,90,11376,106.341
49,88,10690,112.268
50,87,9997,117.932
51,74,9328,123.184
52,106,8553,55.028
53,103,10497,60.573
54,102,9717,65.974
55,100,8932,71.378
56,97,8210,76.579
57,96,7467,81.811
58,96,6754,86.871
59,94,6091,91.74
60,94,5411,96.588
61,90,4747,101.178
62,89,4129,105.72
63,70,3491,110.047
64,104,2736,52.254
65,100,2894,56.663
66,96,2252,60.95
67,95,1601,65.144
68,94,993,69.243
69,92,366,73.238
70,89,1,77.122
71,88,1,81.036
72,88,1,84.89
73,87,1,88.843
74,87,1,92.775
75,68,1,96.684
76,99,1,50.204
77,98,1,54.399
78,98,1,58.613
79,97,1,62.827
80,96,1,67.048
81,95,1,71.278
82,92,1,75.51
83,90,1,79.704
84,87,1,83.924
85,86,1,88.031
86,86,1,92.246
87,71,1,96.496
88,106,1,50.176
89,105,1,54.508
90,104,1,58.843
91,102,1,63.213
92,100,1,67.552
93,100,1,71.86
94,98,1,76.209
95,95,1,80.579
96,94,1,84.925
97,94,1,89.261
98,94,1,93.634
99,76,1,97.941
100,109,1,50.669
101,109,2,55.075
102,109,2,59.485
103,108,2,63.884
104,106,2,68.264
105,103,2,72.647
106,99,2,77.08
107,95,2,81.479
108,94,2,85.917
109,94,2,90.341
110,94,2,94.712
111,68,2,99.115
112,104,2,50.799
113,98,3,55.213
114,95,3,59.643
115,94,3,64.075
116,93,3,68.493
117,93,3,72.908
118,91,3,77.354
119,90,3,81.792
120,89,3,86.205
