month,wPop,ePop,mAHeight
1,5,18787,39.525
2,5,18569,44.11
3,5,18346,48.802
4,11,18097,36.078
5,11,25271,41.374
6,11,24934,46.994
7,11,24633,52.72
8,11,24306,58.516
9,11,24005,64.192
10,11,23715,69.777
11,11,23428,75.17
12,11,23100,80.318
13,17,22769,85.209
14,17,22423,89.827
15,17,22114,94.156
16,28,21710,50.962
17,27,27998,58.145
18,27,27526,65.345
19,27,27062,72.625
20,27,26622,79.974
21,27,26193,87.228
22,27,25770,94.105
23,25,25344,100.803
24,25,24882,106.788
25,24,24457,112.193
26,24,24067,117.095
27,19,23651,121.211
28,29,23219,53.644
29,29,30536,62.316
30,29,30080,71.215
31,28,29586,80.542
32,27,29119,90.316
33,27,28655,99.743
34,27,28168,108.798
35,27,27710,117.089
36,26,27224,124.367
37,26,26820,130.134
38,26,26374,134.751
39,19,25946,138.25
40,29,25483,58.999
41,29,33394,70.708
42,29,32857,83.399
43,28,32361,97.176
44,27,31817,110.637
45,27,31348,122.981
46,27,30858,132.663
47,27,30396,139.418
48,26,29907,143.525
49,26,29425,145.955
50,26,28981,147.455
51,19,28555,148.42
52,33,28050,64.052
53,33,36821,82.017
54,33,36230,102.633
55,33,35654,122.166
56,33,35057,137.093
57,33,34498,145.411
58,33,33968,148.646
59,32,33383,150.129
60,32,32821,150.664
61,32,32307,150.9
62,32,31775,151.028
63,26,31263,151.146
64,38,30689,70.285
65,37,40233,100.041
66,37,39605,129.478
67,36,38980,145.46
68,36,38363,150.085
69,35,37748,151.186
70,35,37131,151.395
71,34,36550,151.45
72,34,35932,151.407
73,32,35347,151.451
74,31,34780,151.531
75,23,34232,151.512
76,34,33660,81.429
77,34,44134,129.814
78,33,43469,148.469
79,33,42822,151.201
80,33,42189,151.56
81,33,41592,151.561
82,31,40985,151.642
83,31,40329,151.591
84,29,39759,151.545
85,28,39183,151.473
86,27,38613,151.435
87,21,38095,151.479
88,33,37499,101.185
89,33,49181,148.632
90,32,48491,151.439
91,32,47826,151.493
92,32,47167,151.321
93,32,46508,151.342
94,32,45836,151.351
95,32,45181,151.416
96,31,44503,151.409
97,31,43843,151.368
98,30,43242,151.422
99,25,42645,151.424
100,35,41992,131.998
101,34,55070,151.284
102,34,54306,151.22
103,33,53519,151.114
104,32,52744,151.138
105,32,51993,151.264
106,31,51292,151.281
107,29,50566,151.232
108,29,49887,151.234
109,29,49210,151.054
110,28,48549,150.958
111,25,47842,151.07
112,35,47200,149.391
113,35,62200,150.767
114,34,61358,150.747
115,33,60573,150.721
116,33,59731,150.799
117,33,58932,150.833
118,33,58102,150.792
119,33,57282,150.704
120,33,56479,150.619
