month,wPop,ePop,mAHeight
1,22,18652,39.585
2,22,18341,44.164
3,22,18028,48.827
4,39,17597,36.014
5,37,24437,41.256
6,36,23961,46.761
7,36,23482,52.476
8,34,23014,58.167
9,34,22583,63.84
10,33,22179,69.291
11,33,21737,74.644
12,32,21319,79.777
13,58,20735,84.699
14,58,20098,89.345
15,58,19527,93.758
16,101,18641,50.499
17,100,23582,57.07
18,98,22684,63.777
19,97,21819,70.457
20,94,20986,77.006
21,93,20183,83.453
22,91,19408,89.664
23,88,18638,95.817
24,87,17884,101.678
25,85,17129,107.171
26,84,16449,112.44
27,73,15751,117.096
28,109,14850,52.084
29,109,18929,58.487
30,108,18019,64.916
31,108,17109,71.301
32,108,16240,77.637
33,104,15358,83.94
34,102,14519,90.272
35,102,13707,96.365
36,102,12903,102.327
37,101,12104,108.291
38,100,11313,113.926
39,75,10580,119.31
40,117,9713,54.331
41,115,11953,59.92
42,115,11054,65.537
43,114,10220,71.033
44,113,9393,76.353
45,111,8557,81.583
46,110,7735,86.616
47,108,6915,91.492
48,107,6121,96.259
49,104,5344,100.891
50,104,4606,105.364
51,78,3914,109.687
52,121,3114,52.332
53,119,3325,56.743
54,117,2517,61.059
55,115,1715,65.302
56,114,927,69.525
57,113,191,73.594
58,112,2,77.553
59,111,2,81.557
60,109,2,85.511
61,106,2,89.466
62,104,2,93.377
63,83,2,97.322
64,119,2,50.255
65,119,3,54.463
66,118,3,58.672
67,115,3,62.891
68,114,3,67.115
69,114,3,71.38
70,113,2,75.576
71,111,2,79.811
72,108,2,84.033
73,104,2,88.236
74,102,2,92.457
75,78,2,96.664
76,113,2,50.344
77,112,2,54.666
78,112,2,58.998
79,110,2,63.367
80,109,2,67.729
81,108,2,72.057
82,107,2,76.378
83,106,2,80.723
84,104,2,85.062
85,103,2,89.411
86,101,2,93.757
87,83,2,98.103
88,117,2,50.67
89,116,3,55.081
90,115,3,59.46
91,113,3,63.888
92,109,3,68.293
93,107,3,72.719
94,105,3,77.155
95,104,2,81.576
96,103,2,85.981
97,98,2,90.4
98,98,2,94.812
99,81,2,99.228
100,121,2,50.849
101,119,0,55.303
102,117,0,59.776
103,116,0,64.221
104,114,0,68.668
105,113,0,73.128
106,112,0,77.549
107,111,0,81.996
108,107,0,86.416
109,107,0,90.884
110,105,0,95.353
111,79,0,99.776
112,120,0,50.919
113,117,0,55.362
114,117,0,59.807
115,117,0,64.255
116,116,0,68.707
117,115,0,73.146
118,115,0,77.603
119,113,0,82.069
120,112,0,86.513
