month,wPop,ePop,mAHeight
1,10,18742,39.502
2,10,18518,44.076
3,10,18271,48.779
4,16,17970,35.974
5,16,25247,41.28
6,16,24909,46.853
7,15,24576,52.619
8,15,24220,58.406
9,14,23893,64.063
10,14,23547,69.613
11,13,23236,74.969
12,13,22934,80.164
13,23,22567,85.158
14,23,22231,89.867
15,23,21869,94.198
16,37,21372,50.948
17,37,27514,58.059
18,37,27012,65.234
19,37,26497,72.572
20,34,26009,79.757
21,34,25534,86.966
22,33,25062,93.779
23,33,24607,100.42
24,33,24133,106.501
25,33,23660,111.983
26,33,23225,116.814
27,28,22788,121.172
28,46,22299,53.564
29,46,29153,61.859
30,44,28566,70.632
31,44,27974,79.722
32,42,27410,88.882
33,42,26876,98.079
34,42,26350,107.058
35,41,25806,115.251
36,41,25257,122.556
37,37,24734,128.664
38,37,24262,133.654
39,30,23791,137.655
40,45,23258,58.753
41,44,30331,69.334
42,44,29772,80.829
43,43,29215,93.169
44,42,28607,105.976
45,42,28076,117.963
46,41,27539,128.127
47,41,26994,135.73
48,41,26465,141.05
49,41,25949,144.695
50,41,25455,147.03
51,28,24919,148.525
52,46,24385,62.873
53,44,31819,77.828
54,44,31237,95.278
55,43,30619,113.197
56,42,30033,128.936
57,42,29442,139.978
58,42,28872,146.526
59,42,28307,149.545
60,41,27757,151.066
61,41,27179,151.862
62,41,26649,152.239
63,32,26122,152.482
64,49,25548,67.494
65,48,33434,91.354
66,48,32787,117.892
67,46,32125,137.999
68,46,31532,147.947
69,46,30923,151.543
70,46,30363,152.37
71,45,29760,152.672
72,45,29160,152.782
73,45,28611,152.722
74,45,28040,152.764
75,36,27466,152.738
76,52,26825,74.002
77,51,34912,112.228
78,51,34209,142.504
79,51,33529,151.144
80,49,32856,152.61
81,49,32216,152.808
82,49,31619,152.774
83,49,31020,152.847
84,49,30390,152.752
85,49,29756,152.835
86,49,29127,152.852
87,38,28560,152.815
88,55,27947,87.836
89,54,36551,140.751
90,51,35795,152.006
91,49,35100,152.843
92,49,34393,152.852
93,48,33745,152.727
94,48,33112,152.684
95,48,32455,152.769
96,47,31801,152.691
97,46,31192,152.773
98,46,30551,152.766
99,35,29933,152.676
100,49,29284,109.178
101,46,38185,150.887
102,46,37511,152.717
103,46,36798,152.731
104,43,36127,152.797
105,43,35497,152.587
106,43,34857,152.539
107,41,34224,152.551
108,40,33597,152.602
109,39,33009,152.664
110,38,32446,152.813
111,33,31877,152.805
112,48,31259,137.639
113,46,41137,152.609
114,45,40484,152.493
115,45,39773,152.51
116,45,39040,152.45
117,45,38359,152.262
118,45,37672,152.081
119,44,37015,152.212
120,44,36348,152.418
