month,wPop,ePop,mAHeight
1,17,18733,39.577
2,17,18442,44.156
3,16,18147,48.853
4,30,17724,36.033
5,30,24777,41.334
6,30,24310,46.887
7,30,23854,52.593
8,30,23403,58.354
9,30,23000,64.047
10,29,22609,69.533
11,26,22178,74.889
12,26,21811,79.995
13,48,21286,84.924
14,47,20806,89.617
15,46,20259,93.985
16,71,19606,50.616
17,69,24977,57.467
18,67,24284,64.37
19,66,23631,71.131
20,66,22943,77.989
21,65,22308,84.744
22,65,21716,91.381
23,64,21088,97.704
24,64,20486,103.651
25,62,19869,109.267
26,59,19256,114.391
27,51,18655,119.09
28,81,17926,52.829
29,79,23236,60.005
30,78,22524,67.299
31,78,21789,74.598
32,78,21046,82.085
33,77,20337,89.596
34,76,19642,97.087
35,75,18931,104.453
36,72,18301,111.325
37,72,17660,117.916
38,70,17034,124.1
39,50,16394,129.738
40,79,15730,56.473
41,77,20299,63.826
42,76,19585,71.325
43,74,18857,79.077
44,74,18194,86.975
45,72,17569,94.687
46,72,16916,102.349
47,71,16265,109.933
48,70,15608,117.125
49,70,14966,123.884
50,69,14360,130.054
51,52,13757,135.675
52,89,13040,57.297
53,88,16610,64.535
54,85,15881,71.888
55,84,15189,79.24
56,83,14501,86.884
57,79,13777,94.336
58,79,13153,101.638
59,79,12521,109.065
60,79,11878,115.978
61,78,11239,122.658
62,78,10640,128.712
63,65,10038,134.144
64,91,9336,56.701
65,91,11777,63.109
66,91,11054,69.42
67,89,10373,75.786
68,87,9680,82.306
69,86,8989,88.646
70,85,8320,94.821
71,84,7694,100.902
72,81,7050,106.885
73,81,6457,112.313
74,81,5890,117.425
75,62,5362,122.65
76,96,4679,54.61
77,94,5486,59.63
78,92,4830,64.482
79,91,4165,69.301
80,89,3527,73.885
81,88,2924,78.421
82,86,2339,82.629
83,83,1748,86.778
84,82,1193,90.733
85,81,619,94.532
86,80,81,98.142
87,63,3,101.669
88,95,3,50.916
89,93,0,54.89
90,91,0,58.912
91,90,0,62.907
92,87,0,66.897
93,84,0,70.908
94,82,0,74.926
95,81,0,78.896
96,80,0,82.823
97,80,0,86.864
98,79,0,90.9
99,64,0,94.941
100,98,0,49.844
101,98,0,54.13
102,96,0,58.394
103,94,0,62.641
104,94,0,66.928
105,92,0,71.189
106,90,0,75.379
107,89,0,79.608
108,87,0,83.874
109,86,0,88.158
110,85,0,92.439
111,72,0,96.704
112,107,0,50.302
113,102,0,54.676
114,101,0,59.07
115,101,0,63.421
116,100,0,67.808
117,100,0,72.188
118,100,0,76.514
119,100,0,80.889
120,98,0,85.298
