month,wPop,ePop,mAHeight
1,18,18691,39.508
2,17,18379,44.09
3,17,18102,48.786
4,31,17731,35.984
5,30,24786,41.279
6,29,24317,46.834
7,28,23860,52.54
8,28,23396,58.249
9,28,22988,63.927
10,27,22564,69.44
11,25,22159,74.815
12,25,21778,79.966
13,47,21245,84.875
14,47,20709,89.549
15,44,20217,93.953
16,74,19494,50.755
17,72,24775,57.588
18,71,24059,64.457
19,70,23386,71.31
20,70,22740,78.099
21,70,22042,84.728
22,68,21347,91.311
23,68,20672,97.565
24,67,19997,103.54
25,66,19397,108.984
26,65,18800,114.165
27,54,18195,118.815
28,86,17463,52.757
29,83,22579,59.797
30,83,21827,66.912
31,83,21097,74.218
32,80,20358,81.565
33,77,19601,88.758
34,74,18871,96.056
35,72,18188,103.129
36,71,17524,110.0
37,70,16867,116.557
38,70,16241,122.656
39,53,15629,128.44
40,84,14942,56.03
41,82,19118,63.18
42,80,18393,70.325
43,80,17705,77.626
44,79,17026,85.109
45,79,16326,92.446
46,78,15640,99.679
47,78,14975,106.785
48,77,14306,113.651
49,76,13647,120.09
50,75,12977,126.101
51,52,12332,131.564
52,88,11647,56.756
53,85,14796,63.445
54,84,14114,70.16
55,83,13417,76.875
56,81,12738,83.601
57,80,12107,90.284
58,79,11473,96.916
59,79,10786,103.259
60,77,10148,109.33
61,76,9562,115.431
62,74,8961,121.241
63,58,8357,126.64
64,95,7613,55.462
65,95,9443,61.053
66,94,8712,66.602
67,90,8050,72.087
68,90,7366,77.486
69,89,6779,82.819
70,88,6171,87.971
71,88,5551,93.117
72,86,4907,97.939
73,83,4297,102.599
74,83,3724,107.081
75,67,3160,111.373
76,96,2493,52.626
77,96,2623,57.015
78,94,1986,61.341
79,94,1370,65.567
80,92,746,69.606
81,92,111,73.69
82,91,2,77.52
83,89,2,81.384
84,89,2,85.244
85,87,2,89.05
86,86,2,92.936
87,61,2,96.842
88,97,2,50.057
89,96,2,54.192
90,94,2,58.381
91,92,2,62.515
92,89,2,66.691
93,89,2,70.832
94,86,2,75.018
95,84,2,79.203
96,82,2,83.373
97,81,2,87.553
98,81,2,91.708
99,68,2,95.838
100,99,2,50.048
101,99,3,54.398
102,97,3,58.724
103,97,3,63.077
104,96,3,67.384
105,94,3,71.698
106,92,2,76.018
107,88,2,80.345
108,88,2,84.677
109,87,2,88.976
110,85,2,93.314
111,61,2,97.612
112,93,2,50.531
113,93,2,54.925
114,92,2,59.3
115,92,2,63.684
116,91,2,68.083
117,89,2,72.433
118,88,2,76.825
119,87,2,81.245
120,87,2,85.687
