month,wPop,ePop,mAHeight
1,23,18671,39.573
2,22,18352,44.154
3,22,18028,48.84
4,39,17620,36.091
5,38,24639,41.377
6,37,24123,46.883
7,37,23687,52.563
8,37,23222,58.297
9,36,22744,63.887
10,35,22290,69.409
11,35,21813,74.763
12,34,21377,79.917
13,58,20721,84.78
14,55,20154,89.438
15,55,19567,93.769
16,90,18777,50.539
17,89,23563,57.145
18,87,22747,63.851
19,85,21968,70.49
20,85,21181,77.12
21,85,20415,83.652
22,82,19596,89.987
23,82,18825,96.035
24,82,18088,101.723
25,82,17371,107.26
26,82,16683,112.416
27,72,16037,117.26
28,108,15176,52.248
29,107,19478,58.713
30,106,18609,65.315
31,105,17785,71.795
32,101,16963,78.289
33,101,16113,84.782
34,96,15271,91.226
35,94,14505,97.639
36,92,13755,103.813
37,90,13057,109.675
38,87,12340,115.392
39,67,11678,120.845
40,109,10838,54.62
41,109,13509,60.378
42,107,12676,66.09
43,106,11870,71.841
44,105,11092,77.431
45,103,10289,83.035
46,99,9522,88.471
47,98,8761,93.844
48,97,7992,99.023
49,96,7252,103.992
50,94,6560,108.79
51,80,5919,113.493
52,114,5109,53.131
53,112,6036,57.878
54,107,5247,62.545
55,106,4507,67.065
56,105,3753,71.587
57,105,3054,75.967
58,102,2331,80.272
59,102,1624,84.449
60,102,956,88.507
61,101,285,92.498
62,97,3,96.257
63,73,3,100.046
64,112,3,50.753
65,107,3,54.886
66,107,3,59.049
67,104,3,63.211
68,103,3,67.397
69,101,3,71.527
70,100,3,75.693
71,99,3,79.905
72,98,3,84.033
73,97,3,88.186
74,96,3,92.318
75,76,3,96.503
76,115,3,50.25
77,112,3,54.56
78,108,3,58.906
79,105,3,63.232
80,103,3,67.482
81,102,3,71.785
82,101,3,76.107
83,100,3,80.479
84,98,2,84.796
85,96,2,89.101
86,94,2,93.442
87,72,2,97.772
88,109,2,50.592
89,107,3,54.984
90,104,3,59.359
91,99,3,63.751
92,96,3,68.131
93,94,3,72.537
94,93,3,76.926
95,93,3,81.293
96,90,3,85.714
97,88,3,90.092
98,88,3,94.515
99,70,3,98.916
100,104,3,50.809
101,102,0,55.25
102,100,0,59.692
103,98,0,64.121
104,98,0,68.558
105,94,0,72.976
106,94,0,77.414
107,94,0,81.84
108,94,0,86.306
109,93,0,90.726
110,91,0,95.151
111,76,0,99.591
112,114,0,50.912
113,114,0,55.35
114,111,0,59.786
115,110,0,64.241
116,107,0,68.701
117,107,0,73.149
118,105,0,77.59
119,101,0,82.032
120,101,0,86.481
