month,wPop,ePop,mAHeight
1,13,18730,39.488
2,13,18461,44.047
3,12,18203,48.729
4,24,17852,35.952
5,24,24985,41.256
6,24,24592,46.779
7,24,24192,52.502
8,23,23775,58.275
9,23,23397,63.981
10,22,22996,69.536
11,21,22614,74.878
12,21,22268,80.043
13,38,21772,84.947
14,38,21277,89.649
15,37,20791,94.061
16,57,20234,50.821
17,55,25829,57.76
18,54,25219,64.716
19,52,24606,71.737
20,52,24042,78.71
21,51,23482,85.596
22,51,22903,92.28
23,51,22318,98.743
24,51,21743,104.811
25,51,21180,110.351
26,49,20620,115.533
27,36,20112,120.131
28,56,19556,53.151
29,56,25496,60.633
30,55,24904,68.514
31,54,24297,76.39
32,54,23689,84.571
33,52,23115,92.867
34,52,22567,100.911
35,51,21985,108.761
36,49,21435,116.16
37,48,20882,122.985
38,48,20336,129.024
39,37,19809,134.171
40,54,19223,57.344
41,54,24973,66.109
42,54,24356,75.211
43,51,23749,84.663
44,51,23191,94.527
45,51,22616,104.636
46,49,22042,114.281
47,48,21518,123.05
48,47,20956,130.959
49,47,20416,137.307
50,46,19878,142.411
51,34,19372,146.363
52,57,18788,60.504
53,57,24502,71.363
54,55,23884,82.832
55,55,23307,95.11
56,54,22704,108.073
57,54,22143,120.409
58,53,21580,131.231
59,51,21022,139.745
60,51,20488,145.94
61,50,19957,150.036
62,50,19433,152.764
63,47,18945,154.661
64,66,18313,62.762
65,63,23664,76.612
66,63,22990,92.238
67,63,22368,108.997
68,62,21732,124.968
69,62,21097,138.407
70,61,20483,147.496
71,61,19876,152.737
72,59,19285,155.933
73,58,18709,157.405
74,57,18119,158.033
75,46,17584,158.444
76,68,16970,65.521
77,66,21860,84.437
78,65,21229,106.304
79,65,20585,128.006
80,64,19933,143.868
81,64,19327,152.725
82,64,18723,156.556
83,64,18108,158.119
84,63,17517,158.929
85,59,16920,159.138
86,58,16373,159.272
87,48,15810,159.179
88,70,15205,68.612
89,67,19651,93.412
90,67,19019,121.595
91,67,18365,143.23
92,65,17741,154.115
93,64,17162,157.637
94,62,16535,158.812
95,61,15964,159.12
96,60,15409,159.254
97,60,14889,159.32
98,58,14336,159.399
99,50,13799,159.277
100,76,13151,72.45
101,75,16776,103.57
102,74,16109,135.631
103,74,15459,152.145
104,72,14820,157.807
105,71,14191,159.053
106,69,13623,159.227
107,68,13076,159.388
108,66,12484,159.49
109,66,11912,159.563
110,66,11404,159.727
111,49,10886,159.711
112,76,10300,75.069
113,74,13163,112.922
114,71,12552,145.373
115,71,11964,156.884
116,71,11366,159.295
117,70,10806,159.589
118,68,10254,159.642
119,67,9711,159.175
120,66,9173,159.226
