month,wPop,ePop,mAHeight
1,23,18643,39.522
2,23,18295,44.099
3,23,17977,48.769
4,40,17525,35.862
5,38,24470,41.148
6,36,23967,46.679
7,36,23486,52.347
8,35,23041,58.076
9,35,22616,63.746
10,35,22143,69.247
11,34,21695,74.56
12,33,21246,79.689
13,61,20627,84.653
14,58,20045,89.318
15,58,19454,93.713
16,98,18606,50.583
17,95,23352,57.239
18,94,22504,63.892
19,93,21661,70.535
20,89,20809,77.113
21,88,20046,83.527
22,85,19247,89.732
23,82,18514,95.809
24,82,17821,101.642
25,80,17123,107.205
26,79,16394,112.329
27,69,15704,117.177
28,110,14872,52.341
29,108,19020,58.86
30,107,18087,65.315
31,106,17207,71.829
32,104,16333,78.383
33,102,15443,84.761
34,101,14613,91.087
35,100,13802,97.261
36,99,13014,103.227
37,97,12247,109.278
38,95,11495,114.872
39,75,10791,120.213
40,109,9986,54.481
41,107,12372,60.058
42,106,11549,65.607
43,106,10786,71.066
44,104,10017,76.476
45,102,9248,81.868
46,98,8484,87.168
47,96,7791,92.321
48,96,7068,97.382
49,95,6350,102.104
50,93,5698,106.818
51,71,5013,111.399
52,107,4244,52.776
53,102,4916,57.287
54,101,4213,61.829
55,101,3529,66.229
56,100,2864,70.575
57,100,2189,74.86
58,100,1523,79.059
59,99,864,83.201
60,98,162,87.104
61,98,0,90.94
62,97,0,94.725
63,81,0,98.558
64,114,0,50.491
65,114,0,54.665
66,113,0,58.826
67,111,0,63.026
68,111,0,67.212
69,109,0,71.389
70,108,0,75.587
71,108,0,79.74
72,107,0,83.958
73,107,0,88.171
74,107,0,92.39
75,84,0,96.639
76,121,0,50.285
77,119,0,54.615
78,118,0,58.945
79,116,0,63.271
80,113,0,67.591
81,113,0,71.917
82,112,0,76.218
83,112,0,80.516
84,111,0,84.835
85,110,0,89.141
86,107,0,93.482
87,85,0,97.821
88,115,0,50.571
89,115,0,54.977
90,113,0,59.361
91,111,0,63.783
92,108,0,68.164
93,108,0,72.569
94,107,0,76.993
95,105,0,81.398
96,102,0,85.802
97,101,0,90.212
98,100,0,94.644
99,80,0,99.051
100,115,0,50.824
101,115,0,55.257
102,113,0,59.663
103,111,0,64.101
104,109,0,68.524
105,107,0,72.939
106,103,0,77.351
107,103,0,81.805
108,103,0,86.24
109,101,0,90.692
110,101,0,95.161
111,88,0,99.608
112,130,0,50.914
113,127,0,55.351
114,126,0,59.794
115,124,0,64.236
116,121,0,68.68
117,121,0,73.143
118,120,0,77.585
119,118,0,82.034
120,118,0,86.478
