month,wPop,ePop,mAHeight
1,10,18753,39.49
2,10,18470,44.076
3,10,18216,48.776
4,17,17924,35.922
5,17,25111,41.204
6,17,24765,46.768
7,17,24400,52.577
8,17,24066,58.406
9,17,23712,64.062
10,17,23365,69.589
11,17,23026,74.958
12,16,22699,80.14
13,24,22280,85.059
14,23,21920,89.647
15,23,21567,94.044
16,39,21110,51.021
17,37,27052,58.064
18,36,26555,65.19
19,36,26058,72.339
20,36,25549,79.455
21,34,25052,86.441
22,33,24549,93.358
23,32,24113,99.9
24,32,23651,105.908
25,32,23205,111.47
26,31,22754,116.406
27,26,22328,120.76
28,43,21819,53.66
29,43,28591,61.829
30,43,28054,70.2
31,43,27502,79.057
32,40,26952,88.025
33,40,26441,97.026
34,38,25909,105.686
35,38,25396,113.955
36,37,24918,121.571
37,37,24409,127.765
38,36,23908,133.011
39,26,23460,137.182
40,41,22918,58.587
41,41,29849,68.699
42,40,29295,79.836
43,39,28757,91.526
44,39,28245,103.456
45,39,27680,115.143
46,37,27153,125.456
47,35,26609,134.135
48,35,26100,140.053
49,35,25596,144.31
50,35,25137,147.114
51,27,24656,148.958
52,42,24160,62.603
53,40,31622,77.218
54,39,31032,93.501
55,39,30446,111.084
56,39,29909,127.132
57,39,29378,139.184
58,37,28850,146.404
59,35,28317,150.249
60,34,27821,152.139
61,32,27314,153.095
62,30,26808,153.544
63,22,26308,153.767
64,39,25790,67.269
65,39,33730,90.23
66,39,33128,117.024
67,39,32529,137.789
68,38,31956,148.63
69,38,31377,152.587
70,36,30798,154.074
71,36,30245,154.477
72,36,29708,154.501
73,36,29192,154.635
74,35,28629,154.746
75,29,28118,154.803
76,48,27488,74.969
77,48,36012,113.617
78,48,35368,144.071
79,47,34717,152.808
80,46,34077,154.462
81,44,33460,154.651
82,44,32832,154.694
83,44,32207,154.698
84,42,31599,154.661
85,41,31001,154.823
86,40,30419,154.906
87,33,29876,155.008
88,50,29245,87.627
89,49,38155,141.47
90,48,37418,153.948
91,48,36744,155.051
92,47,36087,155.127
93,46,35419,155.192
94,46,34750,155.205
95,46,34109,155.156
96,45,33495,155.261
97,45,32882,155.242
98,44,32255,155.233
99,31,31676,155.217
100,45,31094,110.692
101,45,40735,153.921
102,44,40041,155.282
103,43,39330,155.129
104,43,38669,155.073
105,42,38009,154.817
106,42,37416,154.854
107,40,36765,154.907
108,38,36129,155.083
109,38,35524,155.115
110,36,34937,155.078
111,26,34382,155.118
112,43,33761,141.666
113,43,44212,155.155
114,43,43455,155.173
115,43,42766,155.229
116,43,42054,155.264
117,43,41397,155.07
118,43,40678,155.148
119,43,40024,155.27
120,42,39342,155.396
