month,wPop,ePop,mAHeight
1,18,18698,39.521
2,18,18426,44.105
3,18,18152,48.792
4,35,17745,35.923
5,35,24833,41.176
6,33,24395,46.743
7,33,23908,52.442
8,31,23476,58.168
9,31,23027,63.816
10,28,22590,69.376
11,27,22212,74.694
12,27,21800,79.883
13,50,21248,84.818
14,50,20748,89.53
15,48,20216,93.869
16,78,19495,50.638
17,77,24687,57.409
18,76,23949,64.26
19,74,23223,71.135
20,72,22547,77.876
21,69,21828,84.541
22,69,21160,91.038
23,68,20470,97.16
24,65,19827,103.047
25,65,19206,108.638
26,64,18576,113.809
27,53,17947,118.458
28,85,17247,52.662
29,84,22292,59.66
30,81,21556,66.7
31,81,20805,73.846
32,81,20076,80.964
33,81,19317,88.148
34,80,18589,95.375
35,80,17877,102.413
36,80,17195,109.223
37,79,16490,115.719
38,78,15812,121.809
39,63,15124,127.395
40,93,14354,55.794
41,92,18290,62.554
42,90,17508,69.59
43,87,16732,76.474
44,87,15956,83.388
45,87,15213,90.358
46,86,14525,97.151
47,86,13847,104.011
48,85,13138,110.576
49,82,12437,116.586
50,79,11790,122.537
51,63,11151,127.988
52,98,10397,55.869
53,95,13127,62.016
54,93,12378,68.038
55,93,11638,74.124
56,91,10898,80.231
57,90,10195,86.097
58,89,9529,91.838
59,86,8840,97.552
60,85,8180,103.236
61,84,7533,108.657
62,83,6932,113.813
63,67,6310,118.665
64,93,5646,54.07
65,90,6935,58.941
66,90,6310,63.876
67,90,5677,68.784
68,90,5030,73.457
69,89,4386,78.089
70,88,3759,82.51
71,85,3158,86.847
72,84,2576,90.991
73,82,1995,95.114
74,82,1421,99.053
75,66,824,103.015
76,99,153,51.189
77,97,3,55.253
78,97,3,59.237
79,95,3,63.279
80,91,3,67.318
81,89,3,71.419
82,89,3,75.496
83,89,2,79.536
84,88,2,83.619
85,87,1,87.648
86,85,1,91.715
87,68,1,95.735
88,103,1,50.149
89,103,1,54.396
90,101,1,58.708
91,99,1,62.987
92,97,1,67.25
93,97,1,71.512
94,96,1,75.767
95,95,1,79.983
96,94,1,84.212
97,92,1,88.479
98,91,0,92.717
99,72,0,96.919
100,106,0,50.352
101,105,0,54.705
102,104,0,59.064
103,100,0,63.45
104,97,0,67.819
105,96,0,72.204
106,95,0,76.611
107,94,0,80.987
108,92,0,85.395
109,90,0,89.759
110,89,0,94.126
111,66,0,98.452
112,103,0,50.694
113,100,0,55.106
114,99,0,59.528
115,98,0,63.952
116,96,0,68.368
117,96,0,72.756
118,94,0,77.177
119,90,0,81.584
120,90,0,86.045
