month,wPop,ePop,mAHeight
1,21,18657,39.544
2,20,18346,44.123
3,20,18054,48.806
4,36,17643,35.941
5,35,24636,41.249
6,35,24174,46.767
7,35,23709,52.448
8,34,23279,58.175
9,33,22828,63.819
10,32,22393,69.422
11,31,21967,74.798
12,31,21554,79.933
13,55,20964,84.83
14,55,20379,89.443
15,53,19825,93.898
16,93,18980,50.782
17,92,24061,57.574
18,89,23206,64.329
19,87,22395,71.098
20,84,21570,77.798
21,83,20846,84.316
22,82,20105,90.652
23,78,19363,96.91
24,77,18626,102.672
25,77,17942,108.214
26,77,17259,113.303
27,65,16551,118.029
28,97,15721,52.25
29,97,20207,58.921
30,96,19373,65.62
31,95,18576,72.436
32,95,17736,79.199
33,91,16967,85.902
34,90,16209,92.57
35,88,15444,99.056
36,86,14716,105.348
37,86,14012,111.481
38,85,13298,117.413
39,63,12622,122.785
40,95,11909,55.025
41,92,15033,61.131
42,91,14285,67.287
43,90,13542,73.533
44,90,12827,79.655
45,89,12051,85.691
46,88,11364,91.652
47,87,10678,97.518
48,85,10026,103.202
49,84,9376,108.767
50,83,8740,114.094
51,60,8136,119.159
52,93,7391,54.032
53,92,9113,59.198
54,92,8443,64.437
55,91,7779,69.486
56,89,7097,74.456
57,86,6423,79.353
58,85,5814,84.186
59,84,5209,88.829
60,82,4636,93.419
61,80,4060,97.911
62,77,3527,102.342
63,63,3022,106.68
64,102,2373,51.889
65,101,2478,56.303
66,99,1795,60.59
67,96,1132,64.818
68,94,515,68.894
69,94,0,72.879
70,93,0,76.84
71,90,0,80.821
72,90,0,84.781
73,90,0,88.751
74,90,0,92.735
75,72,0,96.786
76,106,0,50.354
77,106,0,54.599
78,105,0,58.87
79,103,0,63.065
80,101,0,67.382
81,99,0,71.609
82,99,0,75.875
83,96,0,80.086
84,94,0,84.348
85,93,0,88.583
86,92,0,92.827
87,72,0,97.037
88,110,0,50.391
89,107,0,54.782
90,107,0,59.126
91,105,0,63.454
92,104,0,67.784
93,104,0,72.167
94,100,0,76.548
95,99,0,80.938
96,99,0,85.294
97,98,0,89.643
98,96,0,94.006
99,73,0,98.322
100,114,0,50.731
101,113,0,55.158
102,112,0,59.578
103,110,0,63.976
104,109,0,68.37
105,106,0,72.786
106,102,0,77.19
107,100,0,81.615
108,99,0,86.001
109,97,0,90.446
110,96,0,94.817
111,75,0,99.199
112,106,0,50.811
113,105,0,55.236
114,103,0,59.673
115,102,0,64.093
116,99,0,68.549
117,99,0,72.967
118,98,0,77.399
119,97,0,81.83
120,94,0,86.25
