month,wPop,ePop,mAHeight
1,22,18665,39.501
2,22,18356,44.087
3,22,18021,48.782
4,37,17580,35.932
5,36,24579,41.213
6,35,24133,46.754
7,34,23677,52.48
8,34,23187,58.24
9,33,22731,63.951
10,32,22310,69.483
11,32,21878,74.853
12,32,21437,79.969
13,59,20841,84.818
14,58,20258,89.475
15,58,19689,93.914
16,94,18868,50.664
17,93,23826,57.3
18,92,22984,63.98
19,91,22125,70.717
20,89,21358,77.329
21,87,20502,83.957
22,85,19742,90.337
23,83,19000,96.452
24,83,18291,102.216
25,83,17552,107.799
26,83,16879,112.956
27,67,16196,117.589
28,112,15289,52.239
29,112,19470,58.801
30,111,18561,65.32
31,110,17679,71.812
32,109,16796,78.266
33,108,15864,84.711
34,106,15015,91.156
35,106,14169,97.587
36,105,13335,103.625
37,105,12482,109.488
38,105,11653,115.152
39,79,10854,120.47
40,120,9945,54.438
41,118,12357,60.064
42,116,11488,65.635
43,112,10633,71.162
44,110,9802,76.561
45,108,9030,81.9
46,104,8242,87.104
47,101,7511,92.181
48,101,6788,97.085
49,99,6063,101.87
50,98,5356,106.415
51,74,4663,110.786
52,114,3878,52.615
53,112,4349,57.119
54,111,3558,61.577
55,110,2781,65.912
56,109,2023,70.209
57,107,1294,74.362
58,104,595,78.396
59,104,2,82.379
60,103,2,86.174
61,98,2,90.016
62,95,2,93.905
63,73,2,97.755
64,110,2,50.387
65,108,3,54.556
66,107,3,58.731
67,106,3,62.936
68,104,2,67.082
69,101,2,71.257
70,99,2,75.388
71,98,2,79.585
72,93,2,83.807
73,92,2,87.961
74,92,2,92.171
75,71,2,96.346
76,110,2,50.292
77,108,3,54.612
78,107,3,58.939
79,105,3,63.269
80,103,3,67.562
81,99,3,71.916
82,99,3,76.289
83,99,3,80.62
84,98,2,84.947
85,97,2,89.285
86,95,2,93.603
87,80,2,97.981
88,121,2,50.601
89,121,2,55.02
90,120,2,59.443
91,115,2,63.869
92,112,2,68.289
93,110,2,72.684
94,110,2,77.061
95,110,2,81.457
96,109,2,85.845
97,106,2,90.214
98,105,2,94.609
99,83,2,99.009
100,117,2,50.756
101,115,3,55.209
102,112,3,59.649
103,112,2,64.071
104,111,2,68.536
105,110,2,72.953
106,108,1,77.403
107,105,1,81.833
108,100,1,86.273
109,98,1,90.712
110,98,1,95.148
111,78,1,99.581
112,115,1,50.864
113,114,1,55.316
114,114,1,59.783
115,111,1,64.231
116,109,1,68.675
117,109,1,73.109
118,109,1,77.573
119,108,1,82.0
120,107,1,86.46
