month,wPop,ePop,mAHeight
1,13,18734,39.566
2,12,18473,44.145
3,12,18227,48.828
4,23,17927,35.943
5,22,25179,41.286
6,22,24820,46.853
7,22,24408,52.604
8,21,24039,58.381
9,21,23656,64.092
10,21,23272,69.714
11,19,22939,75.05
12,18,22571,80.253
13,33,22118,85.108
14,32,21658,89.79
15,30,21229,94.074
16,47,20709,50.874
17,47,26565,57.828
18,44,25963,64.797
19,44,25418,71.945
20,44,24895,79.021
21,43,24338,85.934
22,43,23855,92.722
23,41,23321,99.012
24,40,22834,105.071
25,40,22351,110.607
26,38,21854,115.694
27,33,21356,120.341
28,60,20813,53.341
29,59,27109,61.279
30,59,26439,69.361
31,59,25817,77.672
32,58,25158,86.177
33,56,24530,94.731
34,55,23937,103.129
35,55,23381,111.166
36,54,22767,118.592
37,54,22195,125.289
38,52,21657,130.899
39,42,21144,135.604
40,63,20510,57.864
41,63,26551,67.141
42,61,25898,76.927
43,61,25287,87.164
44,60,24626,97.712
45,59,23990,108.186
46,59,23361,118.119
47,55,22738,126.798
48,55,22103,133.826
49,55,21526,139.763
50,54,20942,144.063
51,41,20384,147.274
52,61,19745,60.761
53,61,25785,72.307
54,60,25116,85.038
55,59,24484,98.503
56,58,23873,112.382
57,57,23232,125.051
58,56,22605,135.461
59,54,22017,143.084
60,54,21464,148.092
61,53,20912,151.332
62,52,20383,153.175
63,40,19837,154.335
64,62,19194,63.439
65,61,24937,78.658
66,61,24281,96.511
67,60,23631,114.796
68,58,22982,131.185
69,58,22382,143.172
70,56,21774,150.247
71,55,21224,154.052
72,54,20683,155.742
73,54,20121,156.361
74,54,19549,156.757
75,43,19006,156.958
76,64,18367,67.166
77,64,23823,88.86
78,64,23190,113.778
79,61,22529,135.92
80,60,21888,149.216
81,59,21266,154.497
82,59,20666,156.451
83,59,20061,156.941
84,56,19494,157.288
85,55,18928,157.375
86,54,18389,157.35
87,40,17820,157.424
88,62,17199,72.312
89,61,22424,102.559
90,61,21816,134.55
91,61,21184,150.725
92,58,20563,155.95
93,56,19923,156.984
94,56,19351,157.228
95,56,18788,157.512
96,54,18244,157.541
97,53,17711,157.491
98,52,17195,157.412
99,43,16659,157.51
100,66,16059,77.712
101,65,20725,121.294
102,63,20090,149.219
103,62,19468,156.226
104,60,18901,157.406
105,59,18334,157.342
106,59,17749,157.369
107,57,17210,157.529
108,57,16687,157.524
109,56,16188,157.586
110,56,15638,157.709
111,45,15103,157.755
112,69,14488,87.115
113,67,18630,139.734
114,65,17990,156.298
115,64,17383,157.903
116,62,16822,158.14
117,60,16234,158.059
118,59,15713,158.026
119,56,15170,157.986
120,55,14659,157.902
