month,wPop,ePop,mAHeight
1,23,18680,39.51
2,23,18375,44.078
3,23,18045,48.758
4,38,17601,35.897
5,38,24559,41.143
6,37,24066,46.627
7,37,23586,52.317
8,36,23121,58.069
9,34,22672,63.734
10,34,22250,69.274
11,34,21795,74.625
12,33,21354,79.81
13,60,20746,84.722
14,58,20175,89.39
15,58,19613,93.784
16,92,18788,50.792
17,89,23810,57.478
18,84,22981,64.256
19,82,22210,70.907
20,80,21436,77.533
21,80,20709,84.169
22,79,19983,90.59
23,77,19284,96.673
24,75,18606,102.412
25,75,17919,107.815
26,72,17263,113.009
27,65,16614,117.782
28,106,15755,52.509
29,104,20227,59.174
30,102,19363,65.878
31,101,18492,72.618
32,99,17670,79.38
33,96,16840,86.129
34,96,16069,92.789
35,95,15277,99.451
36,94,14530,105.681
37,93,13778,111.822
38,93,13019,117.589
39,72,12312,123.109
40,108,11463,54.741
41,107,14471,60.724
42,107,13635,66.694
43,106,12798,72.665
44,106,12024,78.671
45,104,11195,84.617
46,103,10406,90.406
47,103,9634,95.982
48,101,8865,101.342
49,99,8143,106.558
50,99,7416,111.653
51,73,6701,116.424
52,109,5868,53.512
53,108,6982,58.404
54,107,6181,63.201
55,105,5420,67.918
56,105,4666,72.576
57,103,3896,77.1
58,103,3182,81.547
59,100,2489,85.803
60,98,1792,89.888
61,95,1149,93.879
62,94,496,97.712
63,71,0,101.424
64,103,0,50.99
65,101,0,55.085
66,100,0,59.183
67,96,0,63.26
68,96,0,67.338
69,94,0,71.463
70,91,0,75.612
71,91,0,79.694
72,91,0,83.764
73,89,0,87.835
74,89,0,91.939
75,71,0,96.073
76,111,0,50.19
77,110,0,54.5
78,106,0,58.788
79,106,0,63.089
80,104,0,67.389
81,103,0,71.663
82,103,0,75.96
83,102,0,80.251
84,99,0,84.508
85,99,0,88.799
86,97,0,93.109
87,76,0,97.382
88,112,0,50.498
89,110,0,54.876
90,108,0,59.231
91,106,0,63.629
92,106,0,67.961
93,105,0,72.318
94,103,0,76.673
95,100,0,81.037
96,99,0,85.402
97,99,0,89.772
98,96,0,94.183
99,70,0,98.534
100,112,0,50.734
101,111,0,55.147
102,109,0,59.57
103,108,0,64.006
104,106,0,68.451
105,105,0,72.889
106,104,0,77.348
107,103,0,81.724
108,102,0,86.149
109,99,0,90.588
110,98,0,94.983
111,82,0,99.412
112,121,0,50.88
113,120,0,55.31
114,118,0,59.757
115,116,0,64.202
116,113,0,68.664
117,112,0,73.097
118,112,0,77.516
119,111,0,81.955
120,109,0,86.412
