month,wPop,ePop,mAHeight
1,5,18781,39.516
2,4,18573,44.098
3,4,18322,48.795
4,9,18056,35.935
5,9,25343,41.219
6,9,25040,46.794
7,8,24745,52.559
8,8,24453,58.363
9,8,24158,64.094
10,8,23868,69.669
11,8,23558,75.076
12,8,23310,80.255
13,14,22983,85.232
14,14,22670,89.876
15,14,22372,94.269
16,27,21986,51.009
17,26,28207,58.249
18,25,27750,65.599
19,25,27327,72.995
20,24,26884,80.389
21,23,26445,87.672
22,23,26015,94.661
23,22,25578,101.22
24,22,25206,107.215
25,22,24824,112.559
26,22,24426,117.343
27,20,24059,121.536
28,28,23616,53.823
29,28,31048,62.344
30,28,30537,71.423
31,28,30017,80.968
32,27,29547,90.756
33,27,29065,100.281
34,27,28598,109.364
35,27,28129,117.701
36,26,27687,124.837
37,26,27219,130.603
38,25,26739,135.012
39,16,26300,138.47
40,27,25878,59.483
41,26,33928,71.425
42,24,33429,84.547
43,23,32914,98.489
44,23,32431,111.833
45,22,31964,124.007
46,22,31530,133.203
47,21,31087,139.694
48,21,30603,143.581
49,20,30162,145.914
50,20,29749,147.294
51,15,29330,148.164
52,25,28900,64.308
53,25,37989,82.736
54,25,37458,104.387
55,24,36941,124.749
56,23,36367,139.366
57,22,35826,145.845
58,21,35344,148.783
59,21,34832,149.779
60,21,34376,150.339
61,21,33885,150.508
62,20,33413,150.571
63,17,32973,150.634
64,27,32473,71.685
65,27,42563,103.9
66,27,41940,133.814
67,27,41361,146.774
68,27,40763,150.067
69,27,40221,150.714
70,26,39639,150.851
71,26,39040,150.823
72,25,38445,150.837
73,25,37890,150.807
74,25,37352,150.857
75,20,36787,150.855
76,30,36224,83.449
77,30,47702,131.754
78,30,47018,148.828
79,30,46374,150.473
80,30,45677,150.639
81,30,45027,150.674
82,29,44415,150.647
83,29,43813,150.532
84,29,43243,150.488
85,28,42643,150.485
86,26,42052,150.532
87,19,41455,150.54
88,28,40857,106.886
89,28,53612,148.713
90,27,52956,150.447
91,25,52233,150.311
92,25,51569,150.437
93,25,50893,150.574
94,25,50216,150.624
95,24,49574,150.562
96,24,48931,150.403
97,23,48350,150.464
98,23,47710,150.513
99,18,47096,150.464
100,28,46433,137.424
101,27,61044,150.446
102,27,60249,150.501
103,26,59461,150.636
104,25,58615,150.78
105,25,57868,150.689
106,24,57152,150.652
107,24,56435,150.548
108,24,55711,150.428
109,23,55028,150.375
110,22,54316,150.32
111,17,53673,150.227
112,24,53032,149.489
113,24,69813,150.316
114,22,68939,150.32
115,20,68078,150.478
116,20,67298,150.537
117,20,66497,150.606
118,18,65691,150.673
119,18,64953,150.513
120,17,64177,150.392
