month,wPop,ePop,mAHeight
1,18,18705,39.502
2,18,18408,44.06
3,18,18112,48.743
4,40,17611,35.952
5,38,24687,41.228
6,38,24218,46.75
7,37,23707,52.477
8,36,23196,58.237
9,36,22713,63.914
10,35,22218,69.407
11,35,21776,74.717
12,34,21332,79.879
13,56,20756,84.821
14,56,20207,89.478
15,55,19640,93.837
16,85,18891,50.672
17,81,23960,57.375
18,81,23186,64.059
19,80,22394,70.777
20,79,21638,77.522
21,78,20879,84.234
22,77,20175,90.652
23,77,19466,96.813
24,77,18750,102.66
25,77,18048,108.18
26,76,17331,113.335
27,60,16640,118.034
28,92,15878,52.413
29,92,20415,59.078
30,90,19653,65.827
31,88,18877,72.67
32,88,18122,79.52
33,82,17386,86.274
34,81,16703,92.98
35,77,16018,99.741
36,75,15342,106.273
37,73,14687,112.475
38,71,14080,118.445
39,49,13459,124.205
40,79,12777,55.054
41,77,16364,61.405
42,77,15681,67.899
43,76,15012,74.292
44,65,14337,80.69
45,64,13767,87.095
46,64,13221,93.495
47,64,12655,99.747
48,63,12114,105.891
49,63,11602,111.938
50,62,11067,117.651
51,47,10524,123.344
52,71,9956,54.98
53,70,12696,60.737
54,70,12139,66.606
55,70,11542,72.43
56,69,10973,78.217
57,67,10432,84.008
58,66,9863,89.634
59,65,9311,95.32
60,65,8802,100.981
61,65,8296,106.341
62,65,7835,111.549
63,50,7308,116.657
64,74,6728,53.725
65,71,8393,58.965
66,70,7840,64.01
67,70,7308,68.971
68,67,6789,73.935
69,67,6249,78.885
70,66,5738,83.711
71,65,5238,88.498
72,64,4737,93.139
73,63,4268,97.732
74,61,3842,102.185
75,44,3386,106.536
76,68,2918,51.913
77,68,3450,56.36
78,67,2983,60.785
79,66,2535,65.173
80,64,2063,69.5
81,64,1616,73.737
82,61,1187,77.97
83,61,751,82.155
84,60,346,86.281
85,60,0,90.395
86,58,0,94.403
87,49,0,98.423
88,74,0,50.423
89,74,0,54.717
90,72,0,58.948
91,71,0,63.229
92,71,0,67.525
93,68,0,71.781
94,67,0,75.968
95,66,0,80.227
96,64,0,84.471
97,64,0,88.727
98,64,0,92.957
99,52,0,97.236
100,77,0,50.453
101,77,0,54.774
102,77,0,59.12
103,75,0,63.466
104,74,0,67.84
105,73,0,72.224
106,73,0,76.548
107,73,0,80.941
108,72,0,85.314
109,71,0,89.67
110,71,0,94.039
111,60,0,98.383
112,82,0,50.704
113,78,0,55.162
114,76,0,59.552
115,74,0,63.986
116,73,0,68.408
117,73,0,72.819
118,73,0,77.205
119,71,0,81.658
120,71,0,86.116
