month,wPop,ePop,mAHeight
1,10,18728,39.506
2,10,18478,44.076
3,10,18234,48.752
4,16,17925,35.989
5,16,25150,41.316
6,16,24814,46.891
7,14,24479,52.638
8,14,24140,58.465
9,13,23791,64.179
10,13,23473,69.79
11,13,23144,75.199
12,13,22832,80.33
13,22,22446,85.236
14,22,22100,89.903
15,22,21720,94.293
16,39,21263,51.067
17,39,27297,58.217
18,37,26779,65.329
19,37,26281,72.547
20,37,25751,79.823
21,36,25254,86.876
22,35,24789,93.698
23,35,24307,100.143
24,35,23824,106.162
25,35,23370,111.719
26,35,22896,116.714
27,32,22462,121.08
28,50,21883,53.42
29,50,28609,61.597
30,49,27991,69.996
31,49,27391,78.856
32,47,26759,88.062
33,46,26218,96.973
34,45,25656,105.945
35,44,25119,114.212
36,42,24609,121.709
37,41,24096,128.113
38,41,23574,133.226
39,34,23076,137.405
40,52,22493,58.537
41,50,29201,68.832
42,50,28608,80.16
43,50,28035,92.102
44,50,27433,103.91
45,49,26848,115.66
46,49,26297,125.62
47,49,25718,133.9
48,48,25124,139.904
49,48,24563,143.912
50,48,23997,146.787
51,36,23455,148.734
52,53,22867,62.359
53,53,29948,76.548
54,53,29290,92.748
55,51,28665,109.269
56,48,28018,124.397
57,48,27426,136.592
58,47,26791,144.155
59,47,26231,148.518
60,46,25668,150.945
61,44,25093,152.27
62,44,24556,152.998
63,35,23996,153.403
64,52,23424,66.377
65,52,30522,87.399
66,52,29830,111.675
67,51,29199,132.308
68,51,28564,145.473
69,50,27937,151.262
70,49,27352,153.169
71,49,26776,153.946
72,48,26183,154.151
73,47,25635,154.209
74,47,25072,154.215
75,40,24519,154.257
76,57,23886,71.99
77,53,31144,104.775
78,52,30500,135.777
79,52,29860,149.558
80,51,29237,153.508
81,50,28603,154.211
82,50,27982,154.308
83,50,27384,154.347
84,50,26755,154.411
85,49,26160,154.463
86,48,25555,154.296
87,39,25023,154.24
88,57,24397,81.603
89,57,31738,129.662
90,54,31045,151.198
91,53,30412,153.651
92,53,29809,154.071
93,53,29154,154.174
94,51,28497,154.224
95,50,27853,154.12
96,49,27287,154.088
97,49,26711,154.127
98,49,26144,154.05
99,39,25564,154.127
100,59,24936,96.38
101,59,32565,148.346
102,59,31839,153.921
103,58,31108,154.083
104,58,30392,154.161
105,57,29754,154.0
106,56,29093,153.988
107,55,28451,154.019
108,54,27816,154.014
109,54,27151,153.791
110,53,26502,153.889
111,42,25903,153.909
112,59,25253,120.85
113,58,32816,153.256
114,57,32097,153.734
115,57,31354,153.631
116,57,30671,153.519
117,56,30023,153.368
118,56,29343,153.376
119,56,28708,153.468
120,55,28077,153.536
