month,wPop,ePop,mAHeight
1,17,18679,39.548
2,17,18367,44.105
3,17,18060,48.774
4,35,17645,35.999
5,34,24707,41.292
6,34,24283,46.82
7,33,23813,52.524
8,32,23343,58.245
9,32,22915,63.913
10,32,22487,69.43
11,31,22073,74.746
12,31,21667,79.901
13,52,21049,84.834
14,51,20545,89.5
15,50,20007,93.944
16,86,19267,50.608
17,83,24396,57.359
18,82,23593,64.164
19,80,22811,71.072
20,80,22078,77.865
21,79,21299,84.468
22,79,20561,90.91
23,78,19869,97.01
24,77,19140,102.912
25,77,18487,108.549
26,76,17767,113.653
27,69,17055,118.351
28,100,16184,52.495
29,100,20770,59.298
30,97,19910,66.11
31,96,19076,72.872
32,96,18269,79.667
33,94,17425,86.428
34,92,16683,93.284
35,91,15902,100.01
36,90,15136,106.545
37,89,14396,112.808
38,89,13702,118.686
39,65,12980,124.283
40,94,12263,55.197
41,92,15535,61.548
42,91,14785,67.941
43,90,14043,74.281
44,89,13311,80.615
45,89,12648,86.916
46,87,11948,93.153
47,85,11258,99.268
48,84,10619,105.052
49,81,9931,110.758
50,81,9326,116.27
51,63,8758,121.444
52,96,8035,54.648
53,95,9916,60.058
54,95,9220,65.439
55,94,8499,70.691
56,93,7812,75.916
57,92,7127,80.934
58,92,6478,85.842
59,92,5839,90.69
60,92,5173,95.482
61,92,4532,100.041
62,91,3896,104.489
63,75,3297,108.798
64,108,2563,52.363
65,108,2691,56.792
66,107,1954,61.092
67,106,1229,65.336
68,106,518,69.434
69,105,1,73.445
70,105,1,77.388
71,103,1,81.363
72,101,1,85.306
73,100,1,89.176
74,99,1,93.108
75,81,1,97.055
76,112,1,50.309
77,111,2,54.573
78,110,2,58.797
79,107,2,62.957
80,105,2,67.207
81,104,2,71.483
82,102,2,75.727
83,99,2,79.962
84,98,2,84.221
85,96,2,88.441
86,95,2,92.67
87,75,2,96.908
88,113,2,50.352
89,112,3,54.665
90,111,3,59.036
91,111,3,63.375
92,111,3,67.766
93,109,3,72.052
94,107,3,76.427
95,106,3,80.767
96,104,3,85.073
97,102,3,89.423
98,100,3,93.771
99,80,2,98.136
100,105,2,50.641
101,105,2,55.056
102,105,2,59.461
103,103,2,63.898
104,102,2,68.27
105,100,2,72.694
106,100,2,77.108
107,98,2,81.526
108,96,2,85.944
109,95,2,90.376
110,93,2,94.759
111,75,2,99.146
112,105,2,50.804
113,104,3,55.249
114,104,3,59.634
115,102,2,64.068
116,101,2,68.497
117,100,2,72.933
118,100,2,77.368
119,97,2,81.777
120,96,2,86.215
