month,wPop,ePop,mAHeight
1,23,18683,39.517
2,22,18341,44.099
3,22,18001,48.774
4,35,17601,35.935
5,33,24698,41.205
6,32,24216,46.767
7,31,23792,52.505
8,31,23365,58.255
9,31,22907,63.932
10,29,22502,69.457
11,29,22079,74.849
12,28,21688,79.956
13,55,21096,84.873
14,52,20520,89.487
15,49,20003,93.868
16,87,19215,50.628
17,85,24343,57.403
18,83,23496,64.251
19,82,22758,71.031
20,82,21991,77.793
21,81,21199,84.354
22,79,20439,90.876
23,78,19726,97.017
24,76,19023,102.934
25,75,18305,108.389
26,74,17670,113.507
27,65,17030,118.215
28,108,16146,52.473
29,103,20614,59.126
30,101,19692,65.915
31,100,18818,72.828
32,100,17976,79.724
33,100,17123,86.578
34,99,16321,93.371
35,97,15557,99.941
36,95,14774,106.332
37,94,14009,112.423
38,94,13276,118.207
39,76,12556,123.721
40,110,11688,55.118
41,108,14640,61.241
42,107,13773,67.361
43,106,12934,73.379
44,106,12107,79.364
45,103,11294,85.363
46,100,10513,91.241
47,98,9807,96.997
48,95,9048,102.638
49,92,8347,107.962
50,91,7647,113.09
51,64,7011,118.064
52,98,6312,53.898
53,98,7699,58.918
54,98,6974,63.835
55,97,6271,68.724
56,96,5584,73.487
57,92,4874,78.077
58,89,4223,82.6
59,88,3573,86.993
60,88,2973,91.179
61,88,2403,95.329
62,85,1816,99.4
63,61,1259,103.418
64,101,531,51.355
65,101,20,55.489
66,96,0,59.516
67,94,0,63.614
68,92,0,67.656
69,90,0,71.726
70,90,0,75.762
71,89,0,79.796
72,88,0,83.862
73,87,0,87.954
74,86,0,91.971
75,69,0,96.021
76,107,0,50.149
77,105,0,54.448
78,102,0,58.747
79,100,0,63.035
80,98,0,67.271
81,95,0,71.55
82,95,0,75.838
83,94,0,80.135
84,94,0,84.392
85,92,0,88.638
86,91,0,92.899
87,76,0,97.106
88,111,0,50.406
89,109,0,54.765
90,107,0,59.127
91,106,0,63.478
92,104,0,67.849
93,104,0,72.243
94,103,0,76.617
95,101,0,80.984
96,101,0,85.348
97,101,0,89.689
98,101,0,94.054
99,82,0,98.437
100,123,0,50.68
101,122,0,55.123
102,120,0,59.533
103,119,0,63.938
104,116,0,68.373
105,113,0,72.785
106,113,0,77.206
107,113,0,81.651
108,112,0,86.093
109,112,0,90.542
110,109,0,94.958
111,92,0,99.404
112,130,0,50.892
113,127,0,55.326
114,126,0,59.764
115,124,0,64.205
116,122,0,68.654
117,120,0,73.109
118,120,0,77.567
119,120,0,82.026
120,118,0,86.467
