month,wPop,ePop,mAHeight
1,21,18639,39.487
2,21,18333,44.068
3,20,18036,48.75
4,38,17615,35.95
5,36,24653,41.242
6,36,24210,46.817
7,34,23694,52.529
8,33,23251,58.31
9,32,22780,63.97
10,31,22328,69.509
11,31,21869,74.897
12,29,21439,80.041
13,57,20903,84.96
14,56,20335,89.615
15,55,19758,94.001
16,98,18877,50.685
17,94,23676,57.331
18,92,22869,64.046
19,92,22036,70.736
20,91,21202,77.31
21,88,20396,83.831
22,83,19616,90.112
23,83,18877,96.136
24,83,18169,102.015
25,81,17474,107.474
26,79,16740,112.648
27,69,16048,117.48
28,111,15156,52.295
29,111,19446,58.823
30,111,18506,65.36
31,109,17555,71.984
32,107,16685,78.467
33,105,15780,84.925
34,104,14963,91.404
35,104,14110,97.602
36,103,13303,103.707
37,99,12488,109.503
38,99,11746,115.128
39,78,11003,120.5
40,112,10161,54.397
41,110,12685,60.159
42,109,11860,65.786
43,104,11007,71.302
44,104,10208,76.852
45,100,9452,82.238
46,100,8688,87.434
47,99,7989,92.607
48,99,7301,97.682
49,97,6571,102.544
50,96,5838,107.229
51,71,5113,111.861
52,106,4380,52.813
53,105,5076,57.379
54,104,4339,61.914
55,103,3620,66.396
56,103,2929,70.756
57,101,2244,74.991
58,98,1569,79.049
59,96,910,83.107
60,95,265,87.095
61,94,3,91.004
62,91,3,94.805
63,76,3,98.536
64,117,3,50.522
65,116,3,54.664
66,115,3,58.853
67,113,3,63.032
68,113,3,67.204
69,112,3,71.376
70,111,3,75.553
71,109,3,79.682
72,106,3,83.849
73,104,3,88.034
74,104,3,92.258
75,87,3,96.376
76,120,3,50.318
77,116,1,54.62
78,111,1,58.951
79,109,1,63.306
80,108,1,67.655
81,107,1,71.978
82,106,1,76.327
83,104,1,80.623
84,104,1,84.947
85,103,1,89.244
86,103,1,93.585
87,79,1,97.92
88,115,1,50.537
89,114,1,54.985
90,112,1,59.399
91,111,1,63.79
92,111,1,68.187
93,110,1,72.592
94,108,1,77.007
95,105,1,81.383
96,104,1,85.752
97,103,1,90.149
98,101,1,94.531
99,76,1,98.936
100,114,1,50.761
101,111,1,55.203
102,110,1,59.647
103,107,1,64.078
104,106,1,68.54
105,104,1,72.994
106,103,1,77.391
107,103,1,81.816
108,102,1,86.224
109,88,1,90.649
110,85,1,95.042
111,68,1,99.46
112,101,1,50.853
113,99,2,55.295
114,95,2,59.758
115,92,2,64.224
116,90,2,68.659
117,89,2,73.105
118,88,2,77.548
119,86,2,82.013
120,86,2,86.477
